,Route,*,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,,2022-2023 Change,,2023 Rank
243,X28/38,,2624.0,2595.8247,998.0,1203.9328,2016.1929,2323.0,,306.8071,0.15217150105032112,4
244,X30,6,522.0,0.0,0.0,0.0,0.0,0.0,,,,
245,X31,6,434.0,0.0,0.0,0.0,0.0,0.0,,,,
246,X63,,628.0,625.6136,259.0,288.2095,439.1693,460.0,,20.83069999999998,0.04743204955355481,21
247,X64,,305.0,287.2507,126.0,153.8419,227.7756,234.0,,6.224400000000003,0.027326895418122058,28
248,X68,,538.0,504.3095,215.0,235.9723,334.2283,345.0,,10.77170000000001,0.03222856951371266,24
249,X Other,,,,0.0,4.1304,6.8069999999999995,2.0,,-4.8069999999999995,-0.7061848097546642,
250,Express Total,,27818.0,6956.9306,2637.0,17016.9368,25402.6418,29667.0,,4264.358199999999,0.167870658239963,
251,,,,,,,,,,,,
252,System Totals,,,,,,,,,,,
253,Brooklyn Local,,537217.0,525135.4423999999,299650.0,303551.51839999994,332285.861,324385.0,,-7900.860999999975,-0.02377730119549076,
254,Bronx Local,,436497.0,412387.7197000001,257161.0,233862.6699,219501.9905,189352.0,,-30149.990500000014,-0.13735634210569955,
255,Manhattan Local,,373460.0,381164.57259999996,179561.0,202450.9158,240392.7854,256461.0,,16068.214600000007,0.0668415009762602,
256,Queens Local,,334451.0,328842.42809999996,179758.0,182832.74320000003,229391.20459999997,237613.0,,8221.795400000032,0.035841807511045404,
257,Staten Is Local,,83949.0,82987.0,48767.0,45149.86609999999,47440.808,44937.0,,-2503.8079999999973,-0.052777515931010224,
258,Local System Adj,,4445.0,6360.0,,,,,,,,
259,Local Total,,1770019.0,1736877.1627999998,964897.0,967847.7133999999,1069012.6495,1052748.0,,-16264.649500000058,-0.01521464643810097,
260,,,,,,,,,,,,
261,Brooklyn Exp,,5564.0,5539.7568,2037.0,2449.8182,4049.6654,4648.0,,598.3346000000001,0.14774914490466304,
262,Manhattan Exp,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
263,Queens Exp,,1471.0,1417.1738,600.0,678.0237,1001.1732,1039.0,,37.82680000000005,0.03778247360197022,
264,Staten Is Exp,,32515.0,32908.5396,12840.0,13889.0949,20351.803200000002,23980.0,,3628.196799999998,0.1782739723033484,
265,Exp Special/Adj,,75.0,121.0,11.1646,,,,,,,
266,Express Total,,39625.0,39986.470199999996,15488.1646,17016.9368,25402.6418,29667.0,,4264.358199999999,0.167870658239963,
267,,,,,,,,,,,,
268,Brooklyn Total,,542781.0,530675.1991999999,301687.0,306001.3365999999,336335.5264,329033.0,,-7302.526399999973,-0.021712028099330673,
269,Bronx Total,,436497.0,412387.7197000001,257161.0,233862.6699,219501.9905,189352.0,,-30149.990500000014,-0.13735634210569955,
270,Manhattan Total,,373460.0,381164.57259999996,179561.0,202450.9158,240392.7854,256461.0,,16068.214600000007,0.0668415009762602,
271,Queens Total,,335922.0,330259.60189999995,180358.0,183510.76690000002,230392.37779999996,238652.0,,8259.622200000042,0.03585024070184341,
272,Staten Is Total,,116464.0,115895.53959999999,61607.0,59038.960999999996,67792.6112,68917.0,,1124.3888000000006,0.016585713104970364,
273,Adjustments,,6481.0,11.1646,,,,,,,,
274,Grand Total,,1811605.0,1770393.7976,980374.0,984864.6501999999,1094415.2912999997,1082415.0,,-12000.291299999692,-0.010965025247175743,
275,,,,,,,,,,,,
276,"* NYCT Bus Routes that were changed between 2018 and 2023; see ""Notes"" for details.",,,,,,,,,,,
