name,rid,color,area_px,lon,lat,country,province,admin_divisions,flags
,808,#d8f8bb,13,139.5092,43.5171,?,,,mostly-offshore/uncovered;no-admin
,1438,#f3efe5,13,97.9752,1.9637,?,,,mostly-offshore/uncovered;no-admin
,955,#e1eeaa,6314,103.0785,13.8,Cambodia,"Banteay Meanchey, Oddar Meanchey, Sa Kaeo, Buri Ram","Banteay Meanchey (also Oddar Meanchey, Sa Kaeo, Buri Ram)",
,1011,#e4ecc3,34418,105.0865,13.645,Cambodia,"Preah Vihear, Stung Treng, Oddar Meanchey, Siemreap, Kratie, Kampong Thom, Mondul Kiri, Champasack, Surin, Si Sa Ket, Ubon Ratchathani","Preah Vihear (also Stung Treng, Oddar Meanchey, Siemreap, Kratie, Kampong Thom, Mondul Kiri, Champasack, Surin, Si Sa Ket, Ubon Ratchathani)",
,1016,#e4f1a7,5067,103.9265,13.3696,Cambodia,Siemreap,"western half of Chi Kraeng (also Puok, Soutr Nikom, Kralanh, Siem Reap, Banteay Srei, Angkor Chum, Angkor Thum, Prasat Bakong)",
,775,#d5e4a1,9004,102.8977,12.9969,Cambodia,"Battambang, Pailin, Banteay Meanchey, Chanthaburi","Samlout (also Pailin, Koas Krala, Bavel, Banan, Thma Koul, Sangkae, Rotonak Mondol, Phnum Proek, Kamrieng, Sampov Lun, Aek Phnum, Banteay Meanchey…)",
,1162,#eaf1b6,11080,105.0086,12.6537,Cambodia,"Kampong Thom, Kampong Cham, Kampong Chhnang, Preah Vihear, Siemreap, Tboung Khmum, Kratie","Santuk (also Kampong Cham, Stoung, Kampong Svay, Prasat Ballangk, Baray, Kampong Chhnang, Prasat Sambour, Stueng Saen, Preah Vihear, Tboung Khmum, Siemreap, Kratie)",
,929,#e0d4af,21692,107.1331,12.4903,Cambodia,"Mondul Kiri, Đăk Nông, Bình Phước, Kratie, Ratanak Kiri, Lâm Đồng, Đồng Nai, Đắk Lắk","Mondul Kiri (also Bình Phước, Kratie, Đăk Glong, Tuy Đức, Dak Song, Đăk R'Lấp (Dak Rlap), Krông Nô (Krong No), Đăk Mil (Dak Mil), Ratanak Kiri, Lâm Đồng, Đồng Nai, Đắk Lắk)",
,801,#d8ecb9,19127,103.692,12.3038,Cambodia,"Pursat, Koh Kong, Battambang, Kampong Chhnang, Kampong Thom, Banteay Meanchey","Pursat (also Koh Kong, Battambang, Kampong Chhnang, Kampong Thom, Banteay Meanchey)",
,1025,#e5ebae,8620,106.0534,12.1917,Cambodia,"Kratie, Tboung Khmum","Tboung Khmum minus Ou Reang Ov (also Snuol, Chetr Borei, Prek Prasab, Chhloung, Kracheh)",
,934,#e0eb95,3054,105.1949,11.9183,Cambodia,"Kampong Cham, Prey Veng, Kandal","Kampong Cham minus Chamkar Leu and Stueng Trang (also Pea Reang, Sithor Kandal, Kandal)",
,860,#dce67e,1042,104.8574,11.6623,Cambodia,"Kandal, Phnom Penh, Kampong Cham","Ponhea Lueu (also Mukh Kampul, Khsach Kandal, Angk Snuol, Pur SenChey, Chbar Ampov, Chraoy Chongvar, Praek Pnov, Kandal Stueng, Dangkao, Kampong Cham)",
,918,#dfeeaa,6669,104.3221,11.6227,Cambodia,"Kampong Speu, Kampong Chhnang, Kandal, Koh Kong","Kampong Speu (also Kampong Chhnang, Koh Kong, Kandal)",
,954,#e1ee0b,48,104.9085,11.5687,Cambodia,Phnom Penh,"southeastern half of Russey Keo (also Chamkar Mon, Mean Chey, Tuol Kouk, Doun Penh, Chraoy Chongvar, Saensokh, Prampir Meakkakra)",
,799,#d8e656,205,104.863,11.5336,Cambodia,"Phnom Penh, Kandal","most of Dangkao; eastern part of Pur SenChey (also Saensokh, Praek Pnov, Kandal, Mean Chey)",
,1199,#ebe08c,3659,105.7813,11.3355,Cambodia,"Svay Rieng, Prey Veng, Tboung Khmum, Long An, Tây Ninh","Svay Rieng (also Prey Veng, Tboung Khmum, Long An, Tây Ninh)",
,1224,#ecee83,3213,105.3755,11.2906,Cambodia,"Prey Veng, Kandal, Phnom Penh","part of Kandal (also Preah Sdach, Kampong Trabaek, Svay Antor, Peam Chor, Me Sang, Ba Phnum, Pur Rieng, Peam Ro, Prey Veng, Phnom Penh)",
,1090,#e7f17a,2089,104.9756,11.2336,Cambodia,"Kandal, Takeo, Kampong Speu, Phnom Penh","S'ang; Kaoh Thum (also Bati, Leuk Daek, Kampong Speu, Prey Kabbas, Kandal Stueng, Phnom Penh)",
,893,#def7b7,12010,103.7265,11.0945,Cambodia,"Koh Kong, Kampot, Preah Sihanouk, Kep, Kiên Giang, Pursat, Trat","Preah Sihanouk (also Srae Ambel, Kaoh Kong, Tuek Chhou, Chhuk, Mondol Seima, Botum Sakor, Kiri Sakor, Banteay Meas, Kampong Trach, Dang Tong, Kep, Khemara Phoumin…)",
,986,#e3ee95,3556,104.7169,10.9162,Cambodia,"Takeo, Kampot, Kampong Speu","Tram Kak (also Kiri Vong, Chum Kiri, Treang, Kaoh Andaet, Kampong Speu, Angkor Chey, Samraong, Angkor Borei, Borei Cholsar, Doun Kaev)",
,1102,#e8e6ee,174630,123.3006,51.1945,China,"Nei Mongol, Heilongjiang, Far Eastern Federal District, Siberian Federal District","Daxinganling Prefecture (大兴安岭地区); Oroqin (鄂伦春自治旗) (also Ergun (额尔古纳市), Genhe (根河市), Heihe (黑河市), Arun (阿荣旗), Xuguit Qi, Morin Dawa Daur (莫利达瓦达斡尔族自治旗), Far Eastern Federal District, Siberian Federal District)",
,931,#e0dcee,62451,128.0258,48.9554,China,"Heilongjiang, Far Eastern Federal District","Xunke (逊克县); Heihe (also Yichun (伊春区), Dedu, Jiayin, Sunwu (孙吴县), Nenjiang (嫩江县), Cuiluan (翠峦区), Wuyiling (乌伊岭区), Wudalianchi (五大连池市), Far Eastern Federal District)",
,952,#e1e7ee,72896,119.9494,48.8838,China,"Nei Mongol, Siberian Federal District","most of Xuguit Qi; Xinbarag Left; Evenk (鄂温克族自治旗); Chenbarag Qi (also Hailar (海拉尔区), Manzhouli (满洲里市), Siberian Federal District, Dornod (Дорнод))",
,811,#d9e2ee,22905,123.5526,48.2387,China,"Nei Mongol, Heilongjiang","most of Morin Dawa Daur (莫利达瓦达斡尔族自治旗); central Arun (阿荣旗); northeastern part of Butha Qi (also Gannan (甘南县), Qiqihar, Longjiang, Nianzishan (碾子山区))",
,641,#c6ceeb,13373,124.9966,48.0786,China,"Heilongjiang, Nei Mongol","Nehe (讷河市); Fuyu (富裕县); Yi'an (依安县) (also Heihe (黑河市), Keshan (克山县), Nei Mongol)",
,650,#c7c6eb,15049,126.4704,48.0135,China,Heilongjiang,"Bei'an (北安市); Baiquan (拜泉县) (also Keshan (克山县), Kedong (克东县), Dedu)",
,847,#dbd4e9,13115,130.4065,47.5215,China,"Heilongjiang, Far Eastern Federal District","Luobei (萝北县); most of Tangyuan (汤原县) (also Hegang shì (鹤岗市), Hegang (鹤岗区), Huachuan (桦川县), Far Eastern Federal District)",
,948,#e1d6f4,28187,133.1054,47.4369,China,"Heilongjiang, Far Eastern Federal District","Fujin (富锦市); Raohe (饶河县) (also Tongjiang (同江市), Fuyuan (抚远县), Hegang (鹤岗市), Huachuan (桦川县), Far Eastern Federal District)",
,315,#a2b2e7,1438,124.0735,47.2257,China,Heilongjiang,southeastern half of Qiqihar,
,813,#d9e8ee,25626,122.2527,47.189,China,"Nei Mongol, Heilongjiang","most of Butha Qi; Jalaid (扎赉特旗) (also Longjiang, Tailai (泰来县))",
,766,#d4c3e9,18779,128.1934,47.1125,China,Heilongjiang,"Tieli (铁力市); Qing'an (庆安县) (also Yichun (伊春区), Suileng (绥棱县), Hailun (海伦市))",
,706,#cebff0,5322,126.777,47.0073,China,Heilongjiang,southwestern half of Hailun (海伦市); most of Suihua; most of Wangkui (望奎县),
,649,#c7bff0,10276,126.0413,46.7094,China,Heilongjiang,"Qinggang (青冈县); Lanxi (兰西县) (also Mingshui (明水县), Anda (安达市), Harbin (哈尔滨市), Wangkui (望奎县), Suihua)",
,590,#c1c3e9,10351,124.6299,46.695,China,Heilongjiang,Daqing (大庆市) minus Zhaoyuan (肇源县) (also Suihua (绥化市)),
,415,#aea2e7,14,125.2414,46.6628,China,黑龙江省,大庆市龙凤区: 开发区黎明街道(部分); 绥化市安达市: 卧里屯乡(部分),
,351,#a89be9,610,125.0826,46.5776,China,黑龙江省,大庆市萨尔图区: 拥军街道(部分)、火炬街道、铁人街道、友谊街道、富强街道、萨尔图街道、东风街道; 大庆市龙凤区: 龙凤镇(部分)、开发区黎明街道、三永街道、龙凤街道、兴化街道、东光街道、卧里屯街道; 大庆市红岗区: 解放街道; 绥化市安达市: 万宝山镇(部分); 大庆市让胡路区: 乘风街道(部分)、西宾街道、龙岗街道(部分),
,718,#cfbce9,12818,132.0416,46.5421,China,Heilongjiang,Shuangyashan (双鸭山市) minus Raohe (饶河县),
,684,#ccbae3,4692,130.5851,46.4661,China,Heilongjiang,"most of Huanan (桦南县) (also Huachuan (桦川县), Jiamusi, Tangyuan (汤原县))",
,882,#ddedee,38329,121.0571,46.1404,China,"Nei Mongol, Jilin","Horqin Right Front (科尔沁右翼前旗); most of Horqin Right Middle (科尔沁右翼中旗) (also Tuquan (突泉县), Jilin, Ulan Hot (乌兰浩特市))",
,620,#c4abe5,8838,127.6341,46.0842,China,Heilongjiang,Bin (宾县); Mulan (木兰县); Bayan (巴彦县),
,563,#beb4ee,6005,125.6822,46.0291,China,Heilongjiang,"Zhaodong (肇东市) (also Anda (安达市), Zhaozhou (肇州县))",
,314,#a290e7,1363,126.6132,45.9823,China,Heilongjiang,southern half of Hulan (呼兰区) (also Harbin),
,696,#cdd5eb,12518,124.0155,45.9354,China,"Heilongjiang, Jilin, Nei Mongol","Zhenlai (镇赉县); Zhaoyuan (肇源县) (also Qiqihar (齐齐哈尔市), Suihua (绥化市), Dorbod Mongol (杜尔伯特|蒙古族自治县), Nei Mongol, Daqina)",
,972,#e2cbeb,18182,132.2427,45.8667,China,"Heilongjiang, Far Eastern Federal District","Hulin (虎林市); Qitaihe (七台河市); northern half of Mishan (密山市) (also Shuangyashan (双鸭山市), Far Eastern Federal District)",
,640,#c6c0e5,20998,128.9486,45.7931,China,Heilongjiang,"most of Shangzhi (尚志市); Tonghe (通河县) (also Yilan (依兰县), Yanshou (延寿县), Fangzheng (方正县), Jiamusi (佳木斯市))",
,97,#6a5c85,1,126.6045,45.7513,China,黑龙江省,哈尔滨市道里区: 建国街道,tiny<5px
,132,#7738eb,14,126.6382,45.7451,China,黑龙江省,哈尔滨市南岗区: 花园街道、芦家街道、荣市街道、通达街道、革新街道、和兴路街道(部分)、松花江街道; 哈尔滨市香坊区: 王兆街道,
,260,#9b60eb,150,126.8067,45.7432,China,黑龙江省,哈尔滨市道外区: 团结镇、化工街道、新一街道、火车头街道、南直路街道、三棵树大街街道、青年农场; 哈尔滨市香坊区: 成高子镇、幸福镇(部分)、向阳乡(部分),
,168,#8368e7,43,126.5589,45.7308,China,黑龙江省,哈尔滨市道里区: 群力街道、工农街道、城乡路街道、康安街道、正阳河街道、建国街道、通江街道; 哈尔滨市南岗区: 王岗镇(部分)、哈西街道(部分),
,125,#7464e0,64,126.7144,45.7145,China,黑龙江省,哈尔滨市香坊区: 幸福镇(部分)、黎明街道(部分)、香坊实验农场、铁东街道、建筑街道、通天街道、进乡街道; 哈尔滨市南岗区: 新春街道,
,476,#b595e0,2200,126.9405,45.6013,China,Heilongjiang,most of Acheng (阿城区); part of central Harbin,
,698,#cde1eb,12741,123.0706,45.3308,China,"Jilin, Nei Mongol, Heilongjiang","most of Taonan (洮南市); Da'an (大安市); northern half of Tongyu (通榆县) (also Baicheng, Nei Mongol, Heilongjiang)",
,925,#e0c0e9,6637,131.2381,45.2991,China,Heilongjiang,Jidong (鸡东县); Jixi; western part of Mishan (密山市),
,514,#b9bdee,7209,125.8365,45.2511,China,"Jilin, Heilongjiang",Fuyu (扶余县); Shuangcheng (双城市) (also Harbin),
,466,#b4cdeb,4132,124.7058,45.0651,China,"Jilin, Heilongjiang",most of Qian Gorlos Mongol (前郭尔罗斯蒙古族自治县); northeastern part of Qian'an (乾安县) (also Heilongjiang),
,253,#998cd5,1,127.6315,44.8894,China,黑龙江省,哈尔滨市五常市: 小山子镇(部分),tiny<5px
,465,#b4b5e3,10335,127.5521,44.8877,China,"Heilongjiang, Jilin","Wuchang (五常市); western part of Shangzhi (尚志市) (also Jilin, Acheng (阿城区))",
,973,#e2d1e9,33308,129.8888,44.6133,China,"Heilongjiang, Jilin, Far Eastern Federal District","Mudanjiang (牡丹江市) (also Jilin, Far Eastern Federal District)",
,729,#d0acde,659,129.4834,44.6004,China,黑龙江省,牡丹江市海林市: 海林镇(部分); 牡丹江市爱民区: 三道关镇(部分)、大庆街道、黄花街道、兴平街道、北山街道、铁北街道、向阳街道; 牡丹江市西安区: 海南朝鲜族乡、温春镇(部分)、沿江街道、火炬街道、先锋街道、立新街道、江滨街道; 牡丹江市阳明区: 铁岭镇(部分)、新兴街道、前进街道、阳明街道; 牡丹江市东安区: 兴隆街道(部分)、五星街道、七星街道、新安街道、长安街道,
,446,#b2c5e5,7090,126.8252,44.592,China,"Jilin, Heilongjiang",Yushu (榆树市); most of Shulan (舒兰市) (also Heilongjiang),
,456,#b3d2f4,4944,125.1724,44.5078,China,Jilin,Nong'an (农安县) (also Dehui (德惠市)),
,802,#d8edeb,36053,120.2383,44.4291,China,Nei Mongol,"Jarud (扎鲁特旗); Ar Horqin (阿鲁科尔沁旗) (also Bairin Left (巴林左旗), Kailu (开鲁县))",
,426,#afc4ee,4221,126.0077,44.4226,China,Jilin,most of Jiutai (九台市); most of Dehui (德惠市) (also Yushu (榆树市)),
,654,#c7e4ee,13412,123.8713,44.3642,China,"Jilin, Nei Mongol","Changling (长岭县); most of Qian'an (乾安县) (also Shuangliao (双辽市), Qian Gorlos Mongol (前郭尔罗斯蒙古族自治县), Nei Mongol, Huaide)",
,308,#a1d0f0,1244,125.4332,44.0557,China,吉林省,长春市宽城区: 米沙子镇、合隆镇、万宝镇、奋进乡、兰家镇、兴隆山镇、欣园街道; 长春市二道区: 龙嘉镇、卡伦湖镇、东湖镇、英俊镇、东方广场街道(部分)、远达街道(部分)、八里堡街道(部分),
,298,#a0c0e0,2854,126.4679,43.9335,China,Jilin,central Yongji (永吉县); Jilin (吉林市),
,96,#69bded,137,125.2021,43.9107,China,吉林省,长春市绿园区: 城西镇、西新镇、林园街道、同心街道、合心镇(部分)、绿园经济开发区、正阳街道,
,73,#59a9d7,54,125.3723,43.8706,China,吉林省,长春市二道区: 东方广场街道(部分)、长青街道、荣光街道、远达街道(部分)、东盛街道、八里堡街道(部分)、东站街道; 长春市南关区: 临河街道、鸿城街道、南岭街道、永吉街道、桃源街道、长通街道(部分)、自强街道,
,124,#73a3cf,81,126.5209,43.858,China,吉林省,吉林市船营区: 越北镇、致和街道、长春路街道、欢喜乡(部分)、黄旗屯街道、北山街道、北极街道; 吉林市昌邑区: 吉林哈达湾经济开发区、哈达湾街道、新地号街道、站前街道、通江街道、兴华街道、民主街道; 吉林市丰满区: 江南街道、泰山街道,
,22,#34afe2,38,125.2794,43.8336,China,吉林省,长春市朝阳区: 双德乡、南湖街道、湖西街道、清和街道、红旗街道、前进街道、桂林街道; 长春市南关区: 明珠街道,
,310,#a1d9f0,3984,124.811,43.8061,China,Jilin,"most of Huaide (also Changchun (长春市), Yitong Manchu (伊通满族自治县))",
,736,#d0ebe7,24829,122.5749,43.8033,China,"Nei Mongol, Jilin, Liaoning","Horqin Left Back (科尔沁左翼后旗); Horqin Left Middle (科尔沁左翼中旗) (also Jilin, Hinggan League (兴安盟), Tongliao, Liaoning)",
,559,#bde9e7,3540,121.991,43.6143,China,Nei Mongol,most of Tongliao; eastern part of Kailu (开鲁县) (also Horqin Left Middle (科尔沁左翼中旗)),
,403,#adcae0,5782,125.9066,43.5338,China,Jilin,southern half of Yongji (永吉县); Shuangyang (双阳区); northwestern half of Panshi (磐石市) (also Changchun (长春市)),
,348,#a7ecee,3931,124.3789,43.4,China,"Jilin, Liaoning","Lishu (梨树县) (also Siping, Liaoning)",
,833,#daede0,41250,118.3624,43.2352,China,"Nei Mongol, Hebei","Hexigten (克什克腾旗); Ongniud (翁牛特旗); Bairin Right (巴林右旗) (also Linxi (林西县), Chifeng, Hebei)",
,685,#ccd0e7,35245,128.8944,43.2079,China,"Jilin, Heilongjiang, Ryanggang, North Hamgyong","Dunhua (敦化市); Wangqing (汪清县) (also Antu (安图县), Helong (和龙市), Jilin (吉林市), Hunchun (珲春市), Longjing (龙井市), Heilongjiang, Ryanggang, North Hamgyong)",
,478,#b5c6e0,12400,126.7596,43.1479,China,Jilin,"most of Huadian (桦甸市); most of Jiaohe (蛟河市) (also Tonghua (通化市), Panshi (磐石市))",
,407,#add9df,5711,125.3271,43.0249,China,"Jilin, Liaoning","Dongliao (东辽县); most of Yitong Manchu (伊通满族自治县); central Dongfeng (东风县) (also Tonghua (通化市), Liaoyuan, Liaoning)",
,589,#c1bae5,5467,130.003,42.8984,China,"Jilin, North Hamgyong","most of Hunchun (珲春市); most of Longjing (龙井市) (also Tumen (图们市), Yanji (延吉市), North Hamgyong)",
,547,#bceee4,7680,124.2264,42.8252,China,"Liaoning, Jilin, Nei Mongol","Changtu (昌图县); Xifeng (西丰县); central Kaiyuan (开原市) (also Jilin, Nei Mongol)",
,723,#cfe9de,17100,121.4712,42.7465,China,"Nei Mongol, Liaoning","Naiman (奈曼旗); Hure (库伦旗) (also Zhangwu (彰武县), Fuxin Mongol (阜新蒙古族自治县))",
,862,#dcedda,44403,115.513,42.5554,China,"Nei Mongol, Hebei","Plain Blue (正蓝旗) (also Abagnar Qi, Hebei, Plain and Bordered White (正镶白旗), Bordered Yellow (镶黄旗), Duolun (多伦县), Taibus (太仆寺旗), Abag (阿巴嘎旗), Ulanqab (乌兰察布市))",
,793,#d8baee,9,130.5695,42.4789,China,吉林省,延边朝鲜族自治州珲春市: 敬信镇(部分),
,526,#baebcb,5083,123.1951,42.4555,China,"Liaoning, Nei Mongol","Faku (法库县); Kangping (康平县); northern half of Xinmin (新民市) (also Shenyang Xiàn (沈阳县), Nei Mongol)",
,381,#aaf0cf,2165,123.8001,42.3013,China,Liaoning,"most of Tieling Xiàn (铁岭县) (also Kaiyuan (开原市), Tiefa, Tieling Shì (铁岭市))",
,557,#bde7c8,2764,119.0952,42.2947,China,"Nei Mongol, Liaoning","eastern half of Chifeng (also Harqin (喀喇沁旗), Liaoning)",
,502,#b7e3e0,7688,125.0387,42.269,China,"Liaoning, Jilin","Qingyuan Manchu (清原满族自治县); Meihekou (梅河口市) (also Liaoyuan (辽源市), Kaiyuan (开原市), Tieling Xiàn (铁岭县))",
,722,#cfe9d3,12861,120.3454,42.2221,China,"Nei Mongol, Liaoning","Aohan (敖汉旗); Beipiao (北票市) (also Jianping (建平县), Fuxin (阜新市))",
,553,#bdcce2,16832,127.2969,42.128,China,"Jilin, Ryanggang, Jagang","Baishan (白山市) (also Jilin (吉林市), Ryanggang, Jagang)",
,220,#92f0b6,981,123.5454,41.9948,China,Liaoning,northern part of Shenyang Xiàn (沈阳县) (also Fushun (抚顺市)),
,450,#b2e3b8,1992,121.6699,41.9765,China,Liaoning,southern part of Fuxin Mongol (阜新蒙古族自治县) (also Fuxin),
,199,#8cdaa7,1003,124.0075,41.9035,China,Liaoning,most of Fushun (抚顺县); northern part of Shuncheng (顺城区),
,75,#5af879,96,123.3111,41.8542,China,辽宁省,沈阳市于洪区: 造化街道、于洪街道、大兴街道、北陵街道、陵西街道(部分); 沈阳市铁西区: 启工街道,
,67,#57f192,39,123.4147,41.8421,China,辽宁省,沈阳市皇姑区: 陵东街道、辽河街道、明廉街道、舍利塔街道、新乐街道、三洞桥街道、北塔街道; 沈阳市铁西区: 笃工街道(部分)、霁虹街道; 沈阳市于洪区: 陵西街道(部分),
,66,#57e48d,58,123.5108,41.818,China,辽宁省,沈阳市大东区: 东站街道、长安街道、前进街道(部分)、新东街道、二台子街道、洮昌街道、东塔街道; 沈阳市沈河区: 东陵街道、马官桥街道、泉园街道,
,459,#b3eeb4,3251,122.7958,41.7841,China,Liaoning,most of Xinmin (新民市); Liaozhong (辽中县) (also Shenyang Xiàn (沈阳县)),
,19,#33e950,39,123.4229,41.7696,China,辽宁省,沈阳市和平区: 南湖街道、长白街道、沈水湾街道、太原街街道、浑河湾街道(部分)、集贤街道、新华街道; 沈阳市沈河区: 南塔街道、五里河街道、滨河街道、丰乐街道(部分)、山东庙街道、风雨坛街道、新北站街道(部分),
,84,#5fec66,96,123.2847,41.7561,China,辽宁省,沈阳市铁西区: 大青中朝友谊街道、翟家街道(部分)、昆明湖街道、西三环街道、工人村街道、凌空街道、沈阳市经济技术开发区(部分); 沈阳市于洪区: 南阳湖街道、城东湖街道、迎宾路街道,
,70,#58d16f,169,123.5468,41.7485,China,辽宁省,沈阳市浑南区: 东湖街道、深井子街道、汪家街道、营城子街道、五三街道、浑河站东街道; 沈阳市和平区: 浑河站西街道,
,524,#bae7b0,5199,121.9911,41.725,China,Liaoning,"Heishan (黑山县); Beizhen (北镇市) (also Yi (义县), Fuxin (阜新市))",
,819,#d9eec6,20342,117.1821,41.7119,China,"Hebei, Nei Mongol, Beijing","Weichang Manchu and Mongol (围场满族|蒙古族自治县); Fengning Manchu (丰宁满族自治县); Longhua (隆化县) (also Nei Mongol, Beijing)",
,522,#bad8e3,10407,125.8408,41.7016,China,"Jilin, Liaoning",Tonghua (通化市) minus Huinan (辉南县) and Meihekou (梅河口市) (also Liaoning),
,655,#c7e7bd,9482,119.078,41.7013,China,"Nei Mongol, Liaoning, Hebei",Ningcheng (宁城县); most of Jianping (建平县); Harqin (喀喇沁旗) (also Hebei),
,330,#a4e5b0,2111,123.4004,41.5156,China,Liaoning,southern half of Shenyang Xiàn (沈阳县); Dengta (灯塔市),
,621,#c4e3b6,4085,120.6975,41.4686,China,"Liaoning, Nei Mongol","central Chaoyang Xiàn (朝阳县); southwestern half of Yi (义县) (also Jin, Beipiao (北票市), Chaoyang Shì (朝阳市), Nei Mongol)",
,193,#8ae995,1196,123.0223,41.2571,China,Liaoning,northern half of Liaoyang (辽阳区) (also Dengta (灯塔市)),
,626,#c4f4a5,5264,121.9679,41.1687,China,Liaoning,Panshan (盘山县); eastern half of Jin; Tai'an (台安县) (also Dawa (大洼县)),
,577,#bfdece,17739,124.6831,41.1299,China,"Liaoning, Jilin","Kuandian Manchu (宽甸满族自治县) (also Huanren Manchu (桓仁满族自治县), Benxi Manchu (本溪满族自治县), Xinbin Manchu (新宾满族自治县), Fengcheng (凤城市), Shuncheng (顺城区), Jilin)",
,80,#5de36d,156,123.0521,41.1146,China,辽宁省,鞍山市立山区: 齐大山街道(部分)、千山街道、汪峪街道、滨河街道、曙光街道、深南街道、红旗街道(部分); 鞍山市铁东区: 大孤山街道、新兴街道、旧堡街道(部分)、玉佛山风景区、湖南街道、园林街道、对炉街道; 鞍山市铁西区: 启明街道,
,321,#a2e2af,2995,123.5502,41.0859,China,Liaoning,most of Liaoyang (辽阳区); Benxi (also Benxi Manchu (本溪满族自治县)),
,569,#bef28b,498,121.9918,41.0617,China,Liaoning,"northeastern part of Dawa (大洼县) (also Panshan (盘山县), Panjin (盘锦市))",
,473,#b4f47d,588,121.1163,41.0412,China,Liaoning,Jinzhou (金州区); southern small part of Jin,
,710,#cee3a1,4116,118.0184,41.0183,China,Hebei,"Chengde Xiàn (承德县) (also Chengde Shì (承德市), Longhua (隆化县), Luanping (滦平县))",
,786,#d7e7ba,6265,119.9374,41.0134,China,Liaoning,most of Jianchang (建昌县); southern half of Chaoyang Xiàn (朝阳县); Harqin Left Mongol (喀喇沁左翼蒙古族自治县),
,787,#d7e9a1,6539,118.946,40.9793,China,"Hebei, Liaoning, Nei Mongol","Pingquan (平泉县); Lingyuan (凌源市) (also Chengde Xiàn (承德县), Kuancheng Manchu (宽城满族自治县), Nei Mongol)",
,200,#8ce297,833,122.9077,40.9774,China,Liaoning,northern part of Haicheng (海城市); central Anshan,
,625,#c4f28e,1890,120.7556,40.9142,China,Liaoning,most of Jinxi (also Xingcheng (兴城市)),
,879,#dde5a8,6007,117.0127,40.7227,China,"Beijing, Hebei",Luanping (滦平县); Miyun (密云县); Huairou (怀柔区),
,349,#a7f0ab,3376,122.6698,40.7149,China,Liaoning,most of Haicheng (海城市); Yinzhou (银州区) (also Gai),
,238,#96f498,589,122.3808,40.589,China,Liaoning,most of Yingkou; southern small part of Yinzhou (银州区) (also Gai),
,744,#d1f49b,4869,120.182,40.465,China,"Liaoning, Hebei","Suizhong (绥中县); Xingcheng (兴城市) (also Jianchang (建昌县), Jinxi, Hebei)",
,748,#d2e791,5690,118.8117,40.3676,China,"Hebei, Liaoning",Qinglong; most of Kuancheng Manchu (宽城满族自治县); Qianxi (迁西县) (also Liaoning),
,798,#d8e2af,4134,117.788,40.3494,China,"Hebei, Beijing, Tianjin","Xinglong (兴隆县); Zunhua (遵化市) (also Yingshouyingzikuang (鹰手营子矿区), Beijing, Tianjin)",
,565,#bee0c2,8909,123.6566,40.3237,China,Liaoning,"Xiuyan Manchu (岫岩满族自治县); most of Fengcheng (凤城市) (also Donggang (东港市), Dadong (大东区))",
,830,#dad098,706,116.2537,40.2501,China,Beijing,most of Changping (昌平区),
,760,#d3da91,1363,116.9833,40.1993,China,"Beijing, Hebei","Pinggu (平谷区); eastern half of Shunyi (顺义区) (also Huairou (怀柔区), Hebei)",
,474,#b4f6af,2338,122.4163,40.1985,China,Liaoning,most of Gai,
,933,#e0e593,368,116.5908,40.137,China,Beijing,western half of Shunyi (顺义区),
,828,#dac281,93,116.3509,40.1093,China,北京市,北京市昌平区: 北七家镇、沙河镇、回龙观镇、东小口镇(部分)、小汤山镇(部分)、霍营街道(部分),
,930,#e0da70,238,116.1996,40.0493,China,北京市,北京市海淀区: 苏家坨镇、西北旺镇、上庄镇、温泉镇、四季青镇、青龙桥街道、马连洼街道,
,974,#e2d27d,66,116.3934,40.0433,China,北京市,北京市朝阳区: 来广营镇、奥运村街道、孙河镇(部分); 北京市昌平区: 东小口镇、天通苑南街道、天通苑北街道、北七家镇(部分); 北京市海淀区: 西三旗街道、东升镇、清河街道(部分),
,300,#a0cf99,602,124.2413,40.0053,China,"Liaoning, North Pyongan",eastern part of Donggang (东港市); northeastern half of Dadong (大东区) (also North Pyongan),
,770,#d4f490,1691,119.4172,39.9952,China,"Hebei, Liaoning","Funing (抚宁县) (also Qinhuangdao, Liaoning)",
,1026,#e5ed71,151,116.5439,39.9915,China,北京市,北京市朝阳区: 金盏镇、崔各庄镇、东坝镇、孙河镇、平房镇、将台镇、酒仙桥街道; 北京市通州区: 宋庄镇(部分),
,1013,#e4ee9f,1415,117.5192,39.9909,China,"Tianjin, Hebei",most of Ji (蓟县); northern half of Yutian (玉田县),
,864,#dcf490,1708,118.8274,39.9803,China,Hebei,most of Qian'an (迁安市); Lulong (卢龙县),
,915,#dfe987,487,116.9983,39.9767,China,"Hebei, Tianjin, Beijing","most of Sanhe (三河市) (also Tianjin, Dachang Hui (大厂回族自治县), Beijing)",
,1287,#eecd43,19,116.3266,39.9672,China,北京市,北京市海淀区: 中关村街道、紫竹院街道、学院路街道(部分)、北下关街道、花园路街道(部分)、八里庄街道(部分)、甘家口街道(部分),
,1398,#f2e345,37,116.4422,39.9598,China,北京市,北京市朝阳区: 大屯街道、麦子店街道、太阳宫镇、左家庄街道、亚运村街道、建外街道(部分)、望京街道(部分),
,634,#c5f45f,86,119.6159,39.9559,China,河北省,秦皇岛市海港区: 北部工业区、东港镇、临港物流园区、河东街道、东环路街道、西港路街道、海滨路街道(部分),
