name,rid,color,area_px,lon,lat,country,province,admin_divisions,flags
,1432,#f3d5a8,2084,111.0686,-8.0719,Indonesia,"Jawa Timur, Jawa Tengah","Pacitan (also Pracimantoro, Giriwoyo, Eromoko, Tirtomoyo, Karangtengah, Baturetno, Paranggupito, Giritontro, Wuryantoro, Manyaran, Batuwarno, Nguntoronadi…)",
,947,#e1cfb4,1572,111.605,-8.0908,Indonesia,Jawa Timur,"Trenggalek (also Ngrayun, Pulung, Sawoo, Pudak, Sooko, Ngebel, Sambit)",
,1536,#f8cda2,949,112.3092,-8.1142,Indonesia,Jawa Timur,"Gandusari (also Panggungrejo, Doko, Wates, Wlingi, Binangun, Nglegok, Sutojayan, Garum, Kesamben, Talun, Selorejo, Kanigoro…)",
,1048,#e6c69b,854,111.8651,-8.115,Indonesia,Jawa Timur,"Kalidawir (also Tanggung Gunung, Sendang, Pager Wojo, Besuki, Pucang Laban, Campur Darat, Gondang, Trenggalek, Pakel, Bandung, Kedungwaru, Boyolangu…)",
,1386,#f2ba9c,1203,114.2682,-8.1225,Indonesia,Jawa Timur,"Wongsorejo (also Bondowoso, Kalipuro, Songgon, Licin, Kabat, Blimbingsari, Glagah, Rogojampi, Singojuruh, Banyuwangi, Giri)",
,1193,#ebbb9e,1271,113.1318,-8.1354,Indonesia,Jawa Timur,"Senduro (also Pasrujambe, Candipuro, Pronojiwo, Pasirian, Gucialit, Tempeh, Randuagung, Yosowilangun, Padang, Kunir, Jatiroto, Kedungjajang…)",
,1191,#ebb997,1318,112.8033,-8.1884,Indonesia,Jawa Timur,"Sumbermanjing (also Poncokusumo, Ampelgading, Tirto Yudo, Dampit, Wajak, Jabung, Lumajang, Turen, Tumpang, Tajinan, Pakis)",
,1194,#ebc497,1007,112.5345,-8.225,Indonesia,Jawa Timur,"Donomulyo (also Bantur, Gedangan, Kalipare, Pagak, Wonosari, Ngajum, Gondanglegi, Pagelaran, Kepanjen, Sumber Pucung, Bululawang, Pakisaji…)",
,1247,#edc3a9,2687,113.6582,-8.2392,Indonesia,Jawa Timur,Jember,
,1462,#f5a5e7,1289,114.9935,-8.2486,Indonesia,Bali,"most of Gerokgak (also Pupuan, Sukasada, Busungbiu, Banjar, Seririt, Kubutambahan, Selemadeg Barat, Sawan, Tejakula, Selemadeg, Buleleng)",
,1380,#f296d6,766,114.6602,-8.2952,Indonesia,Bali,Jembrana (also Buleleng),
,1457,#f59bea,1489,115.4664,-8.3939,Indonesia,Bali,Karang Asem; Bangli (also Klungkung),
,1456,#f593dd,946,115.1937,-8.4634,Indonesia,Bali,"Gianyar; Badung minus Kuta Selatan and Kuta (also Penebel, Baturiti, Kediri, Selemadeg Timur, Marga, Kerambitan, Tabanan)",
,1475,#f5cbb4,2082,114.1701,-8.4759,Indonesia,Jawa Timur,"Tegaldlimo (also Pesanggaran, Glenmore, Siliragung, Kalibaru, Bangorejo, Purwoharjo, Sempu, Muncar, Cluring, Srono, Tegalsari, Genteng…)",
,1579,#fce8b3,5510,119.7533,-8.5579,Indonesia,"Nusa Tenggara Timur, Nusa Tenggara Barat","Manggarai Barat; Manggarai (also Wera, Lambu, Kota Bima, Sape, Ambalawi, Wawo, Woha, Palibelo, Lambitu, Belo, Bolo)",
,1522,#f8a38b,434,116.1637,-8.5687,Indonesia,Nusa Tenggara Barat,"Lingsar; most of Narmada (also Gunung Sari, Kota Mataram, Gerung, Batu Layar, Kediri, Labu Api, Kuripan)",
,1325,#f0b6a8,3248,116.6553,-8.5987,Indonesia,Nusa Tenggara Barat,"Sumbawa Barat; Lombok Utara (also Sambelia, Sembalun, Aikmel, Suela, Pringgabaya, Pringgasela, Wanasaba, Sikur, Suralaga, Labuhan Haji, Montong Gading)",
,1591,#fdc4bc,9927,117.8277,-8.6017,Indonesia,"Nusa Tenggara Barat, Sulawesi Selatan","Sumbawa; Dompu (also Tambora, Sanggar, Soromandi, Langgudu, Mada Pangga, Parado, Monta, Donggo, Woha, Sulawesi Selatan)",
,1582,#fcf1b3,7275,121.2254,-8.6407,Indonesia,Nusa Tenggara Timur,"Manggarai Timur; Ende; Ngada (also Nagekeo, Sikka)",
,1383,#f2ab86,609,116.4462,-8.725,Indonesia,Nusa Tenggara Barat,"Jerowaru (also Praya Timur, Janapria, Terara, Sakra Timur, Kopang, Keruak, Sakra Barat, Praya Tengah, Sikur, Sakra, Selong, Montong Gading…)",
,1375,#f266d0,191,115.196,-8.7307,Indonesia,Bali,"Kuta Selatan; Denpasar Selatan (also Denpasar Timur, Denpasar Utara, Denpasar Barat, Kuta)",
,1469,#f5b593,1016,116.1717,-8.7705,Indonesia,Nusa Tenggara Barat,"Sekotong (also Pujut, Praya Barat, Praya Barat Daya, Jonggat, Batukliang Utara, Lembar, Praya, Batukliang, Pringgarata, Praya Tengah)",
,1594,#fdf9ac,9305,123.7939,-8.844,Indonesia,Nusa Tenggara Timur,"Alor (also Flores Timur, Lembata, Timor Tengah Selatan, Sikka, Fatuleu Barat, Takari, Amfoang Tengah, Amfoang Timur, Amfoang Selatan, Amfoang Barat Laut, Amfoang Utara, Amfoang Barat Daya…)",
,1581,#fcf0c3,1,119.9351,-9.2866,Indonesia,Nusa Tenggara Timur,northwestern small part of Haharu,tiny<5px
,1583,#fcf4c3,11137,120.3133,-9.8689,Indonesia,Nusa Tenggara Timur,"Sumba Timur (also Sumba Tengah, Sumba Barat Daya, Rote Ndao, Sumba Barat, Sabu Raijua)",
,1402,#f2eead,5411,124.1929,-9.9596,Indonesia,Nusa Tenggara Timur,"part of Timor Tengah Utara (also Amanuban Selatan, Fatuleu, Polen, Amarasi Timur, Kualin, Kupang Timur, Amabi Oefeto Timur, Sulamu, Noebeba, Kie, Amarasi Barat, Oenino…)",
,1568,#faf2c1,28,121.5789,-10.6194,Indonesia,Nusa Tenggara Timur,Raijua,
,1091,#e7f1c5,38974,143.3505,43.776,Japan,Hokkaido,"Ashoro-cho (足寄町) (also Kitami City (北見市), Kushiro City (釧路市), Engaru-machi (遠軽町), Betsukai-cho (別海町), Esashi-cho (枝幸町), Shibecha-cho (標茶町), Shibetsu City (士別市), Shintoku-cho (新得町), Kawakami-cho (上川町), Monbetsu City (紋別市), Taiki-cho (大樹町), Shiranuka-cho (白糠町)…)",
,1092,#e7f4bb,17034,142.2228,43.1628,Japan,Hokkaido,"Shinhidaka-cho (新ひだか) (also Hidaka-cho (日高町), Ashibetsu City (芦別市), Yubari City (夕張市), Asahikawa City (旭川市), Biratori-cho (平取町), Mukawa (むかわ町), Urakawa-cho (浦河町), Biei-cho (美瑛町), Minamifurano-cho (南富良野), Ishikari City (石狩市), Furano City (富良野市), Niikappu-cho (新冠町)…)",
,470,#b4ef72,216,141.2863,43.1167,Japan,Hokkaido,"Kita-ku (北区) (also Teine-ku (手稲区), Nishi-ku (西区), Ishikari City (石狩市), Chuo-ku (中央区), Otaru City (小樽市))",
,623,#c4ef72,235,141.3837,43.0094,Japan,Hokkaido,"northeastern small part of Minami-ku (南区) (also Kiyota-ku (清田区), Toyohira-ku (豊平区), Higashi-ku (東区), Shiroishi-ku (白石区), Atsubetsu-ku (厚別区))",
,804,#d8f1b3,12671,140.6214,42.4535,Japan,Hokkaido,"Yakumo-cho (八雲町) (also Hakodate City (函館市), Setana Town (せたな町), Imakane-cho (今金町), Tomakomai City (苫小牧市), Minami-ku (南区), Kaminokuni (上ノ国町), Assabu-cho (厚沢部町), Rankoshi-cho (蘭越町), Chitose City (千歳市), Date City (伊達市), Shiraoi-cho (白老町), Shimamaki-mura (島牧村)…)",
,680,#cbf0b6,6213,140.9106,40.8746,Japan,"Aomori, Akita","Mutsu City (むつ市) (also Aomori City (青森市), Towada City (十和田市), Goshogawara City (五所川原), Hirosaki City (弘前市), Shichinohe-machi (七戸町), Higashidori-mura (東通村), Tohoku-machi (東北町), Rokkasho-mura (六ヶ所村), Tsugaru City (つがる市), Sotogahama-machi (外ヶ浜町), Nakadomari-machi (中泊町), Hiranai-machi (平内町)…)",
,713,#cef2c0,12145,140.4059,39.8296,Japan,"Akita, Aomori, Iwate","Akita (also Aomori, Iwate)",
,678,#cafbbb,12018,141.4149,39.734,Japan,"Iwate, Aomori","Miyako City (宮古市) (also Iwaizumi-cho (岩泉町), Hanamaki City (花巻市), Morioka City (盛岡市), Tono City (遠野市), Hachimantai City (八幡平市), Aomori, Kuji City (久慈市), Shizukuishi-cho (雫石町), Kuzumaki-machi (葛巻町), Kamaishi City (釜石市), Ninohe City (二戸市), Kitakami City (北上市)…)",
,580,#bffbbb,6061,141.0761,38.7282,Japan,"Miyagi, Iwate, Yamagata, Akita","Ichinoseki City (一関市) (also Kurihara City (栗原市), Osaki City (大崎市), Oshu City (奥州市), Tome City (登米市), Ishinomaki City (石巻市), Kami-machi (加美町), Kesennuma City (気仙沼市), Taiwa-cho (大和町), Aoba-ku (青葉区), Minamisanriku-cho (南三陸町), Shikama-cho (色麻町), Higashimatsushima City (東松島市)…)",
,596,#c1f0c0,8205,140.0999,38.4494,Japan,"Yamagata, Miyagi, Akita, Niigata","Yamagata (also Akita, Niigata, Miyagi)",
,201,#8df486,289,140.8613,38.2771,Japan,Miyagi,"southeastern part of Aoba-ku (青葉区); most of Izumi-ku (泉区) (also Wakabayashi-ku (若林区), Miyagino-ku (宮城野区), Taihaku-ku (太白区))",
,412,#adeeb7,2596,139.4417,38.0684,Japan,Niigata,"Murakami City (村上市) (also Shibata City (新発田市), Sekikawa-mura (関川村), Tainai City (胎内市), Agano City (阿賀野市), Kita-ku (北区), Nishi-ku (西区), Akiha-ku (秋葉区), Minami-ku (南区), Kounan-ku (江南区), Seiro-machi (聖籠町), Higashi-ku (東区), Chuo-ku (中央区)…)",
,505,#b7f2be,5400,140.6647,37.7501,Japan,"Fukushima, Miyagi","Fukushima City (福島市) (also Tamura City (田村市), Minamisoma City (南相馬市), Nihonmatsu City (二本松市), Shiroishi City (白石市), Marumori-machi (丸森町), Date City (伊達市), Kawasaki-machi (川崎町), Shichikashuku-machi (七ヶ宿町), Iitate-mura (飯舘村), Namie-machi (浪江町), Soma City (相馬市), Kawauchi-mura (川内村)…)",
,632,#c5e9d4,11322,139.2893,37.4043,Japan,"Niigata, Fukushima, Nagano, Gunma, Yamagata, Tochigi","Uonuma City (魚沼市) (also Aga-machi (阿賀町), Minamiaizu-machi (南会津町), Nagaoka City (長岡市), Sado City (佐渡市), Tadami-machi (只見町), Tokamachi City (十日町市), Minamiuonuma City (南魚沼市), Kitakata City (喜多方市), Sanjo City (三条市), Hinoemata-mura (檜枝岐村), Aizuwakamatsu City (会津若松), Gosen City (五泉市)…)",
,531,#bbe3d9,3974,140.492,37.0967,Japan,"Fukushima, Ibaraki, Tochigi","Iwaki City (いわき市) (also Ibaraki, Koriyama City (郡山市), Tochigi, Shirakawa City (白河市), Sukagawa City (須賀川市), Hanawa-machi (塙町), Nishigo-mura (西郷村), Furudono-machi (古殿町), Tanagura-machi (棚倉町), Samegawa-mura (鮫川村), Ishioka-machi (石川町), Ono-machi (小野町)…)",
,457,#b3dde9,3446,136.9079,36.8963,Japan,"Ishikawa, Toyama, Gifu","Nanto City (南砺市) (also Kanazawa City (金沢市), Wajima City (輪島市), Nanao City (七尾市), Noto-cho (能登町), Suzu City (珠洲市), Himi City (氷見市), Shika-machi (志賀町), Takaoka City (高岡市), Anamizu-machi (穴水町), Oyabe City (小矢部市), Tonami City (砺波市), Tsubata-machi (津幡町)…)",
,546,#bcebe6,4996,137.8163,36.8621,Japan,"Toyama, Niigata, Nagano, Gifu","Toyama City (富山市) (also Joetsu City (上越市), Itoigawa City (糸魚川市), Kurobe City (黒部市), Myoko City (妙高市), Kashiwazaki City (柏崎市), Tateyama-machi (立山町), Kamiichi-machi (上市町), Nagano, Asahi-machi (朝日町), Uozu City (魚津市), Imizu City (射水市), Nyuzen-machi (入善町)…)",
,448,#b2dee5,3671,139.8025,36.7792,Japan,"Tochigi, Fukushima, Ibaraki, Gunma","Nikko City (日光市) (also Nasushiobara City (那須塩原), Kanuma City (鹿沼市), Utsunomiya City (宇都宮市), Otawara City (大田原市), Nakagawa-machi (那珂川町), Shioya-machi (塩谷町), Yaita City (矢板市), Nasukarasuyama City (那須烏山), Sakura City (さくら市), Takanezawa-machi (高根沢町), Fukushima, Ibaraki…)",
,469,#b4e0e5,3672,139.0068,36.6273,Japan,"Gunma, Niigata, Tochigi","Minakami-machi (みなかみ) (also Numata City (沼田市), Nakanojo-machi (中之条町), Katashina-mura (片品村), Maebashi City (前橋市), Tsumagoi-mura (嬬恋村), Kiryu City (桐生市), Higashiagatsuma-machi (東吾妻町), Shibukawa City (渋川市), Midori City (みどり市), Naganohara-machi (長野原町), Isesaki City (伊勢崎市), Kawaba-mura (川場村)…)",
,494,#b6e0db,3735,138.0768,36.551,Japan,"Nagano, Niigata","Nagano City (長野市) (also Omachi City (大町市), Matsumoto City (松本市), Azumino City (安曇野市), Yamanouchi-machi (山ノ内町), Iiyama City (飯山市), Hakuba-mura (白馬村), Suzaki City (須坂市), Shinano-machi (信濃町), Shiojiri City (塩尻市), Chikuma City (千曲市), Nakano City (中野市), Kijimadaira-mura (木島平村)…)",
,490,#b6d4e9,1968,140.4258,36.5425,Japan,Ibaraki,"Hitachiota City (常陸太田) (also Hitachiomiya City (常陸大宮), Daigo-machi (大子町), Hitachi City (日立市), Kasama City (笠間市), Mito City (水戸市), Shirosato-machi (城里町), Ibaraki-machi (茨城町), Naka City (那珂市), Hitachinaka City (ひたちな), Tokai-mura (東海村), Oarai-machi (大洗町))",
,338,#a6bee3,1693,139.9248,36.3584,Japan,"Tochigi, Ibaraki, Gunma, Saitama","Tochigi City (栃木市) (also Chikusei City (筑西市), Oyama City (小山市), Sakuragawa City (桜川市), Mooka City (真岡市), Motegi-machi (茂木町), Koga City (古河市), Mashiko-machi (益子町), Shimotsuma City (下妻市), Shimotsuke City (下野市), Yuki City (結城市), Ichikai-machi (市貝町), Yachiyo-machi (八千代町)…)",
,337,#a6b5e3,969,139.4977,36.2975,Japan,"Tochigi, Gunma, Saitama","Sano City (佐野市) (also Ashikaga City (足利市), Ota City (太田市), Kazo City (加須市), Gyoda City (行田市), Tatebayashi City (館林市), Hanyu City (羽生市), Ora-machi (邑楽町), Itakura-machi (板倉町), Konosu City (鴻巣市), Chiyoda-machi (千代田町), Meiwa-cho (明和町), Oizumi-machi (大泉町))",
,406,#add5e5,3609,138.5805,36.2356,Japan,"Nagano, Gunma, Saitama","Ueda City (上田市) (also Saku City (佐久市), Takasaki City (高崎市), Annaka City (安中市), Shimonita-machi (下仁田町), Kawakami-mura (川上村), Sakho-cho (佐久穂町), Ueno-mura (上野村), Nagawa-machi (長和町), Fujioka City (藤岡市), Karuizawa-cho (軽井沢町), Tomioka City (富岡市), Minamimaki-mura (Nagano Pref.) (南牧村)…)",
,454,#b3cde9,3341,136.394,36.1167,Japan,"Fukui, Ishikawa","Hakusan City (白山市) (also Fukui City (福井市), Komatsu City (小松市), Kaga City (加賀市), Katsuyama City (勝山市), Echizen City (越前市), Minamiechizen-cho (南越前町), Sakai City (坂井市), Ikeda-cho (池田町), Ono City (大野市), Echizen-cho (越前町), Awara City (あわら市), Eiheiji-cho (永平寺町)…)",
,289,#9fc7eb,1667,140.3593,36.0708,Japan,"Ibaraki, Chiba","Tsukuba City (つくば市) (also Ishioka City (石岡市), Hokota City (鉾田市), Inashiki City (稲敷市), Namegata City (行方市), Omitama City (小美玉市), Kamisu City (神栖市), Tsuchiura City (土浦市), Kasumigaura City (かすみが), Kashima City (鹿嶋市), Itako City (潮来市), Ami-machi (阿見町), Ushiku City (牛久市)…)",
,434,#b0bee3,1812,139.1383,36.0316,Japan,"Saitama, Gunma, Tokyo","Chichibu City (秩父市) (also Hanno City (飯能市), Ogano-machi (小鹿野町), Kumagaya City (熊谷市), Fukaya City (深谷市), Honjo City (本庄市), Yorii-machi (寄居町), Minano-machi (皆野町), Ogawa-machi (小川町), Higashimatsuyama City (東松山市), Tokigawa-machi (ときがわ), Yokoze-machi (横瀬町), Ogose-machi (越生町)…)",
,278,#9da0d5,342,139.6779,36.027,Japan,"Saitama, Ibaraki","Kuki City (久喜市) (also Kasukabe City (春日部市), Iwatsuki-ku (岩槻区), Satte City (幸手市), Sugito-machi (杉戸町), Shiraoka City (白岡市), Hasuda City (蓮田市), Konosu City (鴻巣市), Kitamoto City (北本市), Miyashiro-machi (宮代町), Okegawa City (桶川市), Ibaraki, Ina-machi (伊奈町))",
,167,#829edc,686,139.9881,35.9712,Japan,"Ibaraki, Chiba","Bando City (坂東市) (also Joso City (常総市), Kashiwa City (柏市), Tsukubamirai City (つくばみ), Toride City (取手市), Noda City (野田市), Ryugasaki City (龍ケ崎市), Sakai-machi (境町), Abiko City (我孫子市), Moriya City (守谷市), Shiroi City (白井市), Tone-machi (利根町), Kawachi-machi (河内町))",
,345,#a79dd5,187,139.4768,35.9283,Japan,Saitama,"Kawagoe City (川越市) (also Ageo City (上尾市), Sakado City (坂戸市), Tsurugashima City (鶴ヶ島市), Nishi-ku (西区), Hidaka City (日高市), Fujimino City (ふじみ野), Kawajima-machi (川島町))",
,280,#9e7ad7,105,139.6531,35.9035,Japan,Saitama,"Minuma-ku (見沼区) (also Midori-ku (緑区), Kita-ku (北区), Omiya-ku (大宮区), Urawa-ku (浦和区), Chuo-ku (中央区), Ageo City (上尾市), Sakura-ku (桜区), Minami-ku (南区))",
,150,#7c79e7,170,139.8694,35.8719,Japan,"Saitama, Chiba, Tokyo","Yoshikawa City (吉川市) (also Misato City (三郷市), Nagareyama City (流山市), Koshigaya City (越谷市), Matsudo City (松戸市), Noda City (野田市), Yashio City (八潮市), Matsubushi-machi (松伏町), Tokyo)",
,240,#9767e3,72,139.7662,35.8446,Japan,Saitama,most of Kawaguchi City (川口市); most of Soka City (草加市); southern part of Koshigaya City (越谷市),
,236,#967cd7,97,139.5967,35.8244,Japan,Saitama,"Asaka City (朝霞市) (also Fujimi City (富士見市), Toda City (戸田市), Niiza City (新座市), Shiki City (志木市), Sakura-ku (桜区), Wako City (和光市), Warabi City (蕨市), Miyoshi-machi (三芳町), Minami-ku (南区))",
,727,#d0a9da,621,139.2262,35.7893,Japan,"Tokyo, Saitama, Kanagawa","Okutama-machi (奥多摩町) (also Ome City (青梅市), Hinohara-mura (檜原村), Tokorozawa City (所沢市), Akiruno City (あきる野), Iruma City (入間市), Sayama City (狭山市), Hinode-machi (日の出町), Mizuho-machi (瑞穂町), Hamura City (羽村市), Musashimurayama City (武蔵村山), Fussa City (福生市), Higashimurayama City (東村山市)…)",
,208,#9050e5,38,139.7914,35.7685,Japan,Tokyo,most of Adachi-ku (足立区) (also Arakawa-ku (荒川区)),
,239,#9765da,38,139.6313,35.7587,Japan,Tokyo,most of Nerima-ku (練馬区); western half of Itabashi-ku (板橋区),
,461,#b450eb,29,139.7111,35.7544,Japan,Tokyo,central Kita-ku (北区); southeastern half of Itabashi-ku (板橋区); most of Toshima-ku (豊島区),
,575,#bfd2d8,4329,138.35,35.7535,Japan,"Yamanashi, Nagano, Shizuoka","Ina City (伊那市) (also Hokuto City (北杜市), Hayakawa-cho (早川町), Yamanashi City (山梨市), Minobu-cho (身延町), Chino City (茅野市), Minami-arupusu City (南アルプ), Koshu City (甲州市), Kofu City (甲府市), Fuefuki City (笛吹市), Komagane City (駒ヶ根市), Tatsuno-machi (辰野町), Nirasaki City (韮崎市)…)",
,272,#9cb4eb,1367,140.4371,35.7499,Japan,"Chiba, Ibaraki","most of Katori City (香取市) (also Narita City (成田市), Sanmu City (山武市), Asahi City (旭市), Inzai City (印西市), Sosa City (匝瑳市), Sakura City (佐倉市), Tako-machi (多古町), Choshi City (銚子市), Yokoshibahikari-machi (横芝光町), Yachimata City (八街市), Tomisato City (富里市), Shibayama-machi (芝山町)…)",
,62,#565de7,86,139.9428,35.7319,Japan,Chiba,"most of Ichikawa City (市川市); southern half of Matsudo City (松戸市) (also Kamagaya City (鎌ケ谷市), Urayasu City (浦安市))",
,119,#7083eb,117,140.0548,35.7286,Japan,Chiba,most of Funabashi City (船橋市); Ychiyo City (八千代市) (also Narashino City (習志野市)),
,414,#ae75e5,74,139.4655,35.7283,Japan,Tokyo,"most of Tachikawa City (立川市); Kodaira City (小平市) (also Nishitokyo City (西東京市), Higashiyamato City (東大和市), Higashikurume City (東久留米), Kokubunji City (国分寺市), Kunitachi City (国立市), Musashimurayama City (武蔵村山))",
,117,#6f56e7,46,139.8705,35.7145,Japan,"Tokyo, Chiba",most of Edogawa-ku (江戸川区); southern half of Katsushika-ku (葛飾区) (also Chiba),
,645,#c6e0de,15036,137.3157,35.7041,Japan,"Gifu, Nagano, Shizuoka, Aichi, Fukui, Shiga","Gifu (also Shizuoka, Aichi, Fukui, Iida City (飯田市), Matsumoto City (松本市), Kiso-machi (木曽町), Otaki-mura (王滝村), Oshika-mura (大鹿村), Okuwa-mura (大桑村), Nagiso-machi (南木曽町), Achi-mura (阿智村), Shiga…)",
,336,#a657d8,35,139.6446,35.701,Japan,Tokyo,most of Suginami-ku (杉並区); Nakano-ku (中野区),
,475,#b543f4,36,139.7555,35.6979,Japan,Tokyo,"Chiyoda-ku (千代田区); most of Bunkyo-ku (文京区) (also Shinjuku-ku (新宿区), Taito-ku (台東区), Chuo-ku (中央区))",
,571,#bf6bd5,62,139.5287,35.681,Japan,Tokyo,"most of Fuchu City (府中市) (also Mitaka City (三鷹市), Chofu City (調布市), Musashino City (武蔵野市), Koganei City (小金井市))",
,173,#8443e3,40,139.8194,35.6693,Japan,Tokyo,most of Koto-ku (江東区) (also Sumida-ku (墨田区)),
,671,#ca86d3,188,139.3105,35.6609,Japan,Tokyo,"Hachioji City (八王子市) (also Hino City (日野市), Akishima City (昭島市))",
,739,#d168dc,40,139.6278,35.6411,Japan,Tokyo,most of Setagaya-ku (世田谷区) (also Komae City (狛江市)),
,776,#d65fed,41,139.7295,35.6374,Japan,Tokyo,most of Shinagawa-ku (品川区); most of Minato-ku (港区); most of Shibuya-ku (渋谷区) (also Meguro-ku (目黒区)),
,608,#c37cc8,69,139.515,35.6138,Japan,"Kanagawa, Tokyo","most of Asao-ku (麻生区); Tama-ku (多摩区); Inagi City (稲城市) (also Miyamae-ku (宮前区), Tama City (多摩市))",
,120,#709aeb,198,140.1661,35.6046,Japan,Chiba,"Wakaba-ku (若葉区); most of Midori-ku (緑区) (also Chuo-ku (中央区), Hanamigawa-ku (花見川区), Inage-ku (稲毛区), Mihama-ku (美浜区))",
,1260,#ee6cd9,45,139.7244,35.5767,Japan,Tokyo,most of Ota-ku (大田区) (also Meguro-ku (目黒区)),
,690,#cd94ca,250,139.3041,35.5713,Japan,"Kanagawa, Tokyo","most of Midori-ku (緑区) (also Tokyo, Minami-ku (南区), Chuo-ku (中央区), Zama City (座間市))",
,899,#df7fbf,75,139.5877,35.537,Japan,"Kanagawa, Tokyo","most of Tsuzuki-ku (都筑区); most of Kohoku-ku (港北区); most of Aoba-ku (青葉区) (also Tsurumi-ku (鶴見区), Tokyo)",
,1021,#e56ac4,60,139.7063,35.5337,Japan,Kanagawa,"Kawasaki-ku (川崎区) (also Nakahara-ku (中原区), Saiwai-ku (幸区), Takatsu-ku (高津区), Tsurumi-ku (鶴見区))",
,772,#d57fc6,89,139.4988,35.4744,Japan,"Kanagawa, Tokyo","most of Asahi-ku (旭区) (also Yamato City (大和市), Midori-ku (緑区), Izumi-ku (泉区), Seya-ku (瀬谷区), Tokyo)",
,1410,#f37dcf,72,139.6065,35.4533,Japan,Kanagawa,"most of Kanagawa-ku (神奈川区); Hodogaya-ku (保土ケ谷) (also Naka-ku (中区), Minami-ku (南区), Totsuka-ku (戸塚区), Nishi-ku (西区))",
,591,#c1cd87,370,136.775,35.4081,Japan,"Gifu, Aichi","Gifu City (岐阜市) (also Kakamigahara City (各務原市), Aichi, Motosu City (本巣市), Mizuho City (瑞穂市), Kasamatsu-cho (笠松町), Ginan-cho (岐南町), Kitagata-cho (北方町))",
,758,#d3c2cc,2159,138.9563,35.407,Japan,"Yamanashi, Kanagawa, Shizuoka","Otsuki City (大月市) (also Yamakita-machi (山北町), Gotemba City (御殿場市), Tsuru City (都留市), Uenohara City (上野原市), Fujikawaguchiko-machi (富士河口), Oyama-cho (小山町), Fujiyoshida City (富士吉田), Susono City (裾野市), Ito City (伊東市), Odawara City (小田原市), Hakone-machi (箱根町), Narusawa-mura (鳴沢村)…)",
,783,#d7a3d0,418,139.2964,35.4023,Japan,Kanagawa,"Atsugi City (厚木市) (also Hadano City (秦野市), Hiratsuka City (平塚市), Isehara City (伊勢原市), Ebina City (海老名市), Aikawa-machi (愛川町), Nakai-machi (中井町), Chigasaki City (茅ヶ崎市), Oiso-machi (大磯町), Samukawa-machi (寒川町), Ayase City (綾瀬市), Oi-machi (大井町), Ninomiya-machi (二宮町))",
,551,#bdcae7,9070,134.8824,35.3828,Japan,"Kyoto, Hyōgo, Tottori, Fukui, Okayama, Shiga","part of Fukui (also Tottori City (鳥取市), Toyooka City (豊岡市), Okayama, Nantan City (南丹市), Fukuchiyama City (福知山市), Kyotango City (京丹後市), Tamba City (丹波市), Yabu City (養父市), Asago City (朝来市), Kami-cho (香美町), Ayabe City (綾部市), Maizuru City (舞鶴市)…)",
,1176,#eb8cdb,125,139.509,35.3483,Japan,Kanagawa,"most of Fujisawa City (藤沢市); Kamakura City (鎌倉市) (also Totsuka-ku (戸塚区), Sakae-ku (栄区), Hayama-machi (葉山町), Zushi City (逗子市), Chigasaki City (茅ヶ崎市))",
,708,#ced082,275,136.9546,35.3028,Japan,Aichi,"Kasugai City (春日井市); Inuyama City (犬山市); Komaki City (小牧市) (also Konan City (江南市), Oguchi-cho (大口町), Moriyama-ku (守山区), Kitanagoya City (北名古屋), Iwakura City (岩倉市), Fuso-cho (扶桑町), Toyoyama-cho (豊山町))",
,409,#ade3e0,1544,136.1353,35.3012,Japan,"Shiga, Gifu, Kyoto","most of Takashima City (高島市) (also Nagahama City (長浜市), Otsu City (大津市), Maibara City (米原市), Gifu, Omihachiman City (近江八幡), Hikone City (彦根市), Moriyama City (守山市), Kusatsu City (草津市), Yasu City (野洲市), Kyoto)",
,251,#98c4eb,2276,140.1153,35.2818,Japan,Chiba,"Ichihara City (市原市) (also Kimitsu City (君津市), Minamiboso City (南房総市), Kamogawa City (鴨川市), Futtsu City (富津市), Isumi City (いすみ市), Otaki-machi (大多喜町), Kisarazu City (木更津市), Mobara City (茂原市), Tateyama City (館山市), Sodegaura City (袖ヶ浦市), Katsuura City (勝浦市), Togane City (東金市)…)",
,643,#c6d5a1,1041,136.605,35.1786,Japan,"Mie, Gifu, Aichi","Inabe City (いなべ市) (also Aichi, Kuwana City (桑名市), Yokkaichi City (四日市市), Kaizu City (海津市), Komono-cho (菰野町), Ogaki City (大垣市), Yoro-cho (養老町), Hashima City (羽島市), Ikeda-cho (池田町), Wanouchi-cho (輪之内町), Ono-cho (大野町), Godo-cho (神戸町)…)",
,797,#d8cd73,218,137.058,35.1772,Japan,Aichi,"Seto City (瀬戸市) (also Nisshin City (日進市), Midori-ku (緑区), Nagakute City (長久手市), Tenpaku-ku (天白区), Owariasahi City (尾張旭市), Meito-ku (名東区), Togo-cho (東郷町))",
,707,#ced072,179,136.8246,35.169,Japan,Aichi,"most of Inazawa City (稲沢市) (also Minato-ku (港区), Nakagawa-ku (中川区), Ama City (あま市), Nakamura-ku (中村区), Kiyosu City (清須市), Nishi-ku (西区), Tobishima-mura (飛島村), Kanie-cho (蟹江町), Oharu-cho (大治町))",
